63,47,70,4,1
47,63,70,3,-1
40,100,21.8,1,-1
100,40,21.8,2,1
70,54,61.9,2,-1
54,70,61.9,3,1
44,37,56.7,1,-1
37,44,56.7,3,1
49,33,61.6,1,-1
33,49,61.6,4,1
42,36,44.6,2,-1
36,42,44.6,3,1
75,31,54.4,3,1
31,75,54.4,1,-1
44,54,71.3,2,1
54,44,71.3,1,-1
37,44,52.7,1,-1
44,37,52.7,2,1
40,44,54.8,1,0
44,40,54.8,1,0
49,33,34.6,1,0
33,49,34.6,1,0
63,37,77.1,1,0
37,63,77.1,1,0
47,75,40.2,1,-1
75,47,40.2,4,1
63,54,51.4,1,0
54,63,51.4,1,0
81,47,69.1,2,-1
47,81,69.1,4,1
49,42,50.8,3,1
42,49,50.8,2,-1
33,77,57.9,1,0
77,33,57.9,1,0
54,77,32.7,1,-1
77,54,32.7,6,1
31,33,42.8,1,0
33,31,42.8,1,0
33,31,41,4,1
31,33,41,3,-1
44,70,41.6,1,-1
70,44,41.6,2,1
63,31,69.1,2,-1
31,63,69.1,3,1
31,40,51.4,1,0
40,31,51.4,1,0
44,44,51.2,1,0
44,44,51.2,1,0
100,54,70.2,2,-1
54,100,70.2,3,1
70,49,56.7,2,0
49,70,56.7,2,0
44,47,49.4,1,0
47,44,49.4,1,0
70,44,59.6,2,0
44,70,59.6,2,0
47,75,43.3,2,-1
75,47,43.3,3,1
100,75,66.1,5,1
75,100,66.1,2,-1
63,36,67.6,5,1
36,63,67.6,2,-1
37,81,22.1,2,1
81,37,22.1,1,-1
33,81,36.8,2,0
81,33,36.8,2,0
100,54,77.4,3,1
54,100,77.4,1,-1
44,44,55.3,1,0
44,44,55.3,1,0
31,44,34.3,1,-1
44,31,34.3,2,1
33,47,55.8,1,-1
47,33,55.8,2,1
77,75,36.2,4,1
75,77,36.2,1,-1
42,63,65,3,1
63,42,65,2,-1
33,100,27.1,1,-1
100,33,27.1,5,1
44,37,28.1,2,1
37,44,28.1,1,-1
36,44,60.6,1,-1
44,36,60.6,2,1
40,40,37.5,1,0
40,40,37.5,1,0
36,33,48.1,1,-1
33,36,48.1,4,1
54,44,47.1,1,0
44,54,47.1,1,0
41,44,49.2,2,0
44,41,49.2,2,0
42,42,44.1,2,0
42,42,44.1,2,0
77,47,51.1,3,1
47,77,51.1,2,-1
49,40,59.6,2,-1
40,49,59.6,3,1
37,77,26.6,1,0
77,37,26.6,1,0
41,49,70.2,1,0
49,41,70.2,1,0
31,100,21.7,2,-1
100,31,21.7,3,1
37,70,40.5,4,1
70,37,40.5,1,-1
81,44,46,4,1
44,81,46,3,-1
41,44,62.1,2,1
44,41,62.1,1,-1
75,37,67.8,1,0
37,75,67.8,1,0
31,36,49.9,2,1
36,31,49.9,1,-1
31,41,34.9,2,0
41,31,34.9,2,0
42,33,43.2,1,0
33,42,43.2,1,0
49,54,53.1,1,0
54,49,53.1,1,0
42,44,37.9,1,-1
44,42,37.9,2,1
70,47,57,1,0
47,70,57,1,0
31,75,43,1,-1
75,31,43,7,1
33,36,20.7,2,0
36,33,20.7,2,0
44,33,38.2,2,0
33,44,38.2,2,0
37,54,59.8,1,-1
54,37,59.8,2,1
33,47,60.8,1,0
47,33,60.8,1,0
100,42,77,2,1
42,100,77,1,-1
44,49,68.7,2,0
49,44,68.7,2,0
63,37,70.3,5,1
37,63,70.3,2,-1
33,47,55.9,1,-1
47,33,55.9,2,1
44,54,62.1,1,-1
54,44,62.1,2,1
41,77,50.5,1,0
77,41,50.5,1,0
75,36,61.1,3,-1
36,75,61.1,4,1
44,47,35.3,1,-1
47,44,35.3,2,1
77,54,62.6,1,0
54,77,62.6,1,0
41,42,51,2,0
42,41,51,2,0
81,100,40.6,4,1
100,81,40.6,3,-1
63,44,41.8,1,-1
44,63,41.8,2,1
44,31,54.9,2,-1
31,44,54.9,4,1
31,44,47.9,2,0
44,31,47.9,2,0
44,37,48,1,-1
37,44,48,2,1
40,70,41.6,1,0
70,40,41.6,1,0
33,75,38.9,1,0
75,33,38.9,1,0
49,44,20.6,1,-1
44,49,20.6,2,1
33,49,46,1,-1
49,33,46,4,1
42,47,56.1,2,0
47,42,56.1,2,0
81,100,35.4,1,-1
100,81,35.4,2,1
37,100,20.5,1,-1
100,37,20.5,2,1
100,36,74.3,2,1
36,100,74.3,1,-1
33,44,56.1,1,-1
44,33,56.1,2,1
47,75,62.2,3,1
75,47,62.2,1,-1
70,33,46.5,1,-1
33,70,46.5,3,1
77,44,68.4,1,0
44,77,68.4,1,0
63,81,67,1,0
81,63,67,1,0
40,63,41.7,1,0
63,40,41.7,1,0
81,42,24.9,3,1
42,81,24.9,1,-1
75,33,52,4,1
33,75,52,1,-1
31,41,45.7,1,-1
41,31,45.7,3,1
44,36,47.8,1,0
36,44,47.8,1,0
63,77,42.1,2,-1
77,63,42.1,5,1
33,36,29.2,1,-1
36,33,29.2,4,1
49,40,32.8,1,0
40,49,32.8,1,0
75,44,57.2,5,1
44,75,57.2,4,-1
37,70,69.3,1,-1
70,37,69.3,3,1
44,40,34.4,1,-1
40,44,34.4,2,1
33,77,46.2,2,1
77,33,46.2,1,-1
31,49,27.5,1,-1
49,31,27.5,2,1
37,42,52.9,3,1
42,37,52.9,2,-1
54,33,51,1,0
33,54,51,1,0
70,33,64.2,3,-1
33,70,64.2,4,1
42,41,29.9,2,1
41,42,29.9,1,-1
81,44,56.4,1,0
44,81,56.4,1,0
36,47,53.4,1,-1
47,36,53.4,4,1
77,44,72.9,1,-1
44,77,72.9,2,1
63,77,53.9,1,-1
77,63,53.9,2,1
40,41,24.9,4,1
41,40,24.9,2,-1
75,76,50.7,3,-1
76,75,50.7,4,1
46,69,47.4,1,-1
69,46,47.4,3,1
40,93,47.5,1,-1
93,40,47.5,2,1
45,41,38.3,1,0
41,45,38.3,1,0
61,86,42.5,1,0
86,61,42.5,1,0
34,44,49.7,2,1
44,34,49.7,1,-1
78,24,76.9,2,1
24,78,76.9,1,-1
28,44,45.6,1,0
44,28,45.6,1,0
46,40,64.3,1,0
40,46,64.3,1,0
75,61,49.5,3,1
61,75,49.5,1,-1
40,45,44.7,1,-1
45,40,44.7,2,1
93,24,70.5,5,1
24,93,70.5,1,-1
34,86,34.7,1,-1
86,34,34.7,7,1
44,46,48.6,1,0
46,44,48.6,1,0
76,28,73.8,3,1
28,76,73.8,2,-1
41,41,41.2,1,-1
41,41,41.2,2,1
45,40,34.7,1,-1
40,45,34.7,5,1
44,40,39.5,2,1
40,44,39.5,1,-1
69,46,43.4,2,1
46,69,43.4,1,-1
78,24,57.5,4,1
24,78,57.5,1,-1
28,41,53.1,2,0
41,28,53.1,2,0
86,41,56.9,1,0
41,86,56.9,1,0
93,45,62.4,2,1
45,93,62.4,1,-1
61,45,66.4,2,1
45,61,66.4,1,-1
46,40,53.2,3,1
40,46,53.2,1,-1
46,61,40.6,1,0
61,46,40.6,1,0
44,34,45.1,1,0
34,44,45.1,1,0
44,41,52.2,2,1
41,44,52.2,1,-1
78,45,67.1,3,1
45,78,67.1,1,-1
46,24,63.8,1,0
24,46,63.8,1,0
86,76,49.3,1,0
76,86,49.3,1,0
40,75,45.3,1,-1
75,40,45.3,3,1
45,46,41,2,1
46,45,41,1,-1
46,45,63.5,1,0
45,46,63.5,1,0
34,76,61,1,-1
76,34,61,4,1
44,69,37.9,1,0
69,44,37.9,1,0
78,28,60.1,2,1
28,78,60.1,1,-1
41,44,42.3,2,-1
44,41,42.3,4,1
24,41,33.3,3,1
41,24,33.3,2,-1
93,45,55.1,2,0
45,93,55.1,2,0
40,93,42.1,4,1
93,40,42.1,1,-1
76,41,47.3,2,-1
41,76,47.3,4,1
44,61,43.5,1,-1
61,44,43.5,3,1
28,34,47.8,1,0
34,28,47.8,1,0
75,44,60.7,4,1
44,75,60.7,3,-1
40,78,41,1,-1
78,40,41,4,1
46,41,35.8,1,0
41,46,35.8,1,0
24,69,26.3,3,1
69,24,26.3,1,-1
45,45,29.6,4,1
45,45,29.6,2,-1
75,93,49.5,3,1
93,75,49.5,1,-1
61,40,47.2,2,-1
40,61,47.2,5,1
34,69,25.8,1,-1
69,34,25.8,4,1
44,28,32.7,1,0
28,44,32.7,1,0
86,44,58.4,2,1
44,86,58.4,1,-1
45,24,43.8,1,-1
24,45,43.8,2,1
41,41,55.4,3,1
41,41,55.4,1,-1
78,45,58.4,3,0
45,78,58.4,3,0
76,61,64.6,1,0
61,76,64.6,1,0
28,46,63.9,1,-1
46,28,63.9,3,1
40,44,35.4,1,-1
44,40,35.4,2,1
24,86,42.8,1,0
86,24,42.8,1,0
75,46,74.9,1,0
46,75,74.9,1,0
41,40,43.4,1,-1
40,41,43.4,2,1
61,34,65.1,1,-1
34,61,65.1,2,1
93,69,43.9,4,1
69,93,43.9,2,-1
69,44,67.2,1,0
44,69,67.2,1,0
44,41,44.6,3,1
